MAE,std_MAE,RMSE,RMSEs,PCC,PCCs,MAPE,R2,R2s,Var,Vars,Peak
4.4162726402282715,1.4400916,5.846566730081585,5.607038,0.99248856,0.9831477,1.54639e-08,0.978962779045105,0.9528765,0.9832289814949036,0.96364444,0.08441787
