MAE,std_MAE,RMSE,RMSEs,PCC,PCCs,MAPE,R2,R2s,Var,Vars,Peak
493.40518,417.77225,1429.0351640180168,1063.1095,0.7936177143527958,0.8030990090399095,0.0239217453125,0.5150284296678831,0.5075025784198642,0.5254557132720947,0.5314236334029664,390.69186
