MAE,std_MAE,RMSE,RMSEs,PCC,PCCs,MAPE,R2,R2s,Var,Vars,Peak
382.18414,354.4226,1132.698106293111,821.3636,0.8551693925549904,0.8734194940984181,0.01218212421875,0.695309599823962,0.7139519949639096,0.6964472532272339,0.7201257208560375,300.97287
