MAE,std_MAE,RMSE,RMSEs,PCC,PCCs,MAPE,R2,R2s,Var,Vars,Peak
484.60455,421.68204,1290.553853971232,953.27484,0.8107781990729626,0.8168838847482295,0.03935571875,0.604466986796824,0.6018496843458369,0.6112885475158691,0.6181101532692604,367.7563
