MAE,std_MAE,RMSE,RMSEs,PCC,PCCs,MAPE,R2,R2s,Var,Vars,Peak
522.82416,438.50375,1427.508143584477,1059.7723,0.7504553704042971,0.7529642371652342,0.0305367375,0.5160643328788366,0.5081184028492712,0.5231108665466309,0.5232587849840205,391.31744
