MAE,std_MAE,RMSE,RMSEs,PCC,PCCs,MAPE,R2,R2s,Var,Vars,Peak
383.1786804199219,347.24576,1132.4039142461493,821.67926,0.86758465,0.8841467,0.016548514,0.6954678297042847,0.7171095,0.7027654051780701,0.7313986,314.9723
