MAE,std_MAE,RMSE,RMSEs,PCC,PCCs,MAPE,R2,R2s,Var,Vars,Peak
474.30157,395.64725,1403.9528571145115,1060.5464,0.8063385536511352,0.7889990714018397,0.0149542859375,0.5319034385253161,0.4894570218016834,0.5542614459991455,0.5392586449359326,416.76263
