MAE,std_MAE,RMSE,RMSEs,PCC,PCCs,MAPE,R2,R2s,Var,Vars,Peak
348.59656,306.98013,1018.4015661810423,739.5397,0.8963246776158369,0.9139895433681662,0.041003778125,0.7536976653096947,0.7689319187935348,0.7552012801170349,0.7776762754359143,270.34537
